Date,Close
4/30/2019 16:00:00,10.45
5/1/2019 16:00:00,10.3
5/2/2019 16:00:00,10.34
5/3/2019 16:00:00,10.41
5/6/2019 16:00:00,10.37
5/7/2019 16:00:00,10.38
5/8/2019 16:00:00,10.34
5/9/2019 16:00:00,10.2
5/10/2019 16:00:00,10.38
5/13/2019 16:00:00,10.08
5/14/2019 16:00:00,10.24
5/15/2019 16:00:00,10.36
5/16/2019 16:00:00,10.4
5/17/2019 16:00:00,10.29
5/20/2019 16:00:00,10.28
5/21/2019 16:00:00,10.24
5/22/2019 16:00:00,9.97
5/23/2019 16:00:00,9.85
5/24/2019 16:00:00,9.83
5/28/2019 16:00:00,9.78
5/29/2019 16:00:00,9.71
5/30/2019 16:00:00,9.74
5/31/2019 16:00:00,9.52
6/3/2019 16:00:00,9.61
6/4/2019 16:00:00,9.92
6/5/2019 16:00:00,9.78
6/6/2019 16:00:00,9.75
6/7/2019 16:00:00,9.76
6/10/2019 16:00:00,9.82
6/11/2019 16:00:00,9.92
6/12/2019 16:00:00,9.85
6/13/2019 16:00:00,10.06
6/14/2019 16:00:00,9.98
6/17/2019 16:00:00,10.05
6/18/2019 16:00:00,10.1
6/19/2019 16:00:00,10.04
6/20/2019 16:00:00,10.04
6/21/2019 16:00:00,9.99
6/24/2019 16:00:00,9.95
6/25/2019 16:00:00,9.84
6/26/2019 16:00:00,9.91
6/27/2019 16:00:00,10.2
6/28/2019 16:00:00,10.23
7/1/2019 16:00:00,10.15
7/2/2019 16:00:00,10.12
7/3/2019 13:00:00,10.2
7/5/2019 16:00:00,10.2
7/8/2019 16:00:00,10.2
7/9/2019 16:00:00,10.14
7/10/2019 16:00:00,10.11
7/11/2019 16:00:00,10.19
7/12/2019 16:00:00,10.49
7/15/2019 16:00:00,10.42
7/16/2019 16:00:00,10.51
7/17/2019 16:00:00,10.33
7/18/2019 16:00:00,10.26
7/19/2019 16:00:00,10.2
7/22/2019 16:00:00,10.02
7/23/2019 16:00:00,10.17
7/24/2019 16:00:00,10.33
7/25/2019 16:00:00,9.56
7/26/2019 16:00:00,9.57
7/29/2019 16:00:00,9.6
7/30/2019 16:00:00,9.55
7/31/2019 16:00:00,9.53
8/1/2019 16:00:00,9.31
8/2/2019 16:00:00,9.28
8/5/2019 16:00:00,9.23
8/6/2019 16:00:00,9.48
8/7/2019 16:00:00,9.53
8/8/2019 16:00:00,9.56
8/9/2019 16:00:00,9.45
8/12/2019 16:00:00,9.29
8/13/2019 16:00:00,9.26
8/14/2019 16:00:00,9
8/15/2019 16:00:00,8.86
8/16/2019 16:00:00,8.96
8/19/2019 16:00:00,9.03
8/20/2019 16:00:00,8.96
8/21/2019 16:00:00,9.04
8/22/2019 16:00:00,9.04
8/23/2019 16:00:00,8.77
8/26/2019 16:00:00,8.82
8/27/2019 16:00:00,8.76
8/28/2019 16:00:00,9
8/29/2019 16:00:00,9.12
8/30/2019 16:00:00,9.17
9/3/2019 16:00:00,9.1
9/4/2019 16:00:00,9.2
9/5/2019 16:00:00,9.34
9/6/2019 16:00:00,9.34
9/9/2019 16:00:00,9.54
9/10/2019 16:00:00,9.42
9/11/2019 16:00:00,9.42
9/12/2019 16:00:00,9.41
9/13/2019 16:00:00,9.45
9/16/2019 16:00:00,9.3
9/17/2019 16:00:00,9.28
9/18/2019 16:00:00,9.25
9/19/2019 16:00:00,9.1
9/20/2019 16:00:00,9.17
9/23/2019 16:00:00,9.16
9/24/2019 16:00:00,9.11
9/25/2019 16:00:00,9.2
9/26/2019 16:00:00,9.14
9/27/2019 16:00:00,9.08
9/30/2019 16:00:00,9.16
10/1/2019 16:00:00,8.9
10/2/2019 16:00:00,8.61
10/3/2019 16:00:00,8.71
10/4/2019 16:00:00,8.74
10/7/2019 16:00:00,8.68
10/8/2019 16:00:00,8.54
10/9/2019 16:00:00,8.56
10/10/2019 16:00:00,8.62
10/11/2019 16:00:00,8.78
10/14/2019 16:00:00,8.82
10/15/2019 16:00:00,9.07
10/16/2019 16:00:00,9.07
10/17/2019 16:00:00,9.11
10/18/2019 16:00:00,9.29
10/21/2019 16:00:00,9.03
10/22/2019 16:00:00,9.07
10/23/2019 16:00:00,9.21
10/24/2019 16:00:00,8.6
10/25/2019 16:00:00,8.72
10/28/2019 16:00:00,8.61
10/29/2019 16:00:00,8.64
10/30/2019 16:00:00,8.54
10/31/2019 16:00:00,8.59
11/1/2019 16:00:00,8.89
11/4/2019 16:00:00,9
11/5/2019 16:00:00,9.02
11/6/2019 16:00:00,8.92
11/7/2019 16:00:00,8.92
11/8/2019 16:00:00,9.04
11/11/2019 16:00:00,9.08
11/12/2019 16:00:00,9.04
11/13/2019 16:00:00,8.81
11/14/2019 16:00:00,8.79
11/15/2019 16:00:00,8.95
11/18/2019 16:00:00,8.95
11/19/2019 16:00:00,8.9
11/20/2019 16:00:00,8.73
11/21/2019 16:00:00,8.71
11/22/2019 16:00:00,8.89
11/25/2019 16:00:00,9
11/26/2019 16:00:00,9.01
11/27/2019 16:00:00,9.1
11/29/2019 13:00:00,9.06
12/2/2019 16:00:00,9.01
12/3/2019 16:00:00,8.89
12/4/2019 16:00:00,8.95
12/5/2019 16:00:00,8.93
12/6/2019 16:00:00,9.02
12/9/2019 16:00:00,9.01
12/10/2019 16:00:00,9.07
12/11/2019 16:00:00,9.11
12/12/2019 16:00:00,9.32
12/13/2019 16:00:00,9.23
12/16/2019 16:00:00,9.39
12/17/2019 16:00:00,9.39
12/18/2019 16:00:00,9.54
12/19/2019 16:00:00,9.41
12/20/2019 16:00:00,9.48
12/23/2019 16:00:00,9.44
12/24/2019 13:00:00,9.47
12/26/2019 16:00:00,9.45
12/27/2019 16:00:00,9.36
12/30/2019 16:00:00,9.25
12/31/2019 16:00:00,9.3
1/2/2020 16:00:00,9.42
1/3/2020 16:00:00,9.21
1/6/2020 16:00:00,9.16
1/7/2020 16:00:00,9.25
1/8/2020 16:00:00,9.25
1/9/2020 16:00:00,9.26
1/10/2020 16:00:00,9.25
1/13/2020 16:00:00,9.24
1/14/2020 16:00:00,9.29
1/15/2020 16:00:00,9.19
1/16/2020 16:00:00,9.17
1/17/2020 16:00:00,9.16
1/21/2020 16:00:00,9.21
1/22/2020 16:00:00,9.16
1/23/2020 16:00:00,9.14
1/24/2020 16:00:00,9
1/27/2020 16:00:00,8.89
1/28/2020 16:00:00,8.97
1/29/2020 16:00:00,8.86
1/30/2020 16:00:00,8.84
1/31/2020 16:00:00,8.82
2/3/2020 16:00:00,8.98
2/4/2020 16:00:00,9.18
2/5/2020 16:00:00,8.31
2/6/2020 16:00:00,8.25
2/7/2020 16:00:00,8.11
2/10/2020 16:00:00,8.06
2/11/2020 16:00:00,8.1
2/12/2020 16:00:00,8.24
2/13/2020 16:00:00,8.25
2/14/2020 16:00:00,8.1
2/18/2020 16:00:00,8.06
2/19/2020 16:00:00,8
2/20/2020 16:00:00,8.03
2/21/2020 16:00:00,7.89
2/24/2020 16:00:00,7.57
2/25/2020 16:00:00,7.23
2/26/2020 16:00:00,7.21
2/27/2020 16:00:00,6.97
2/28/2020 16:00:00,6.96
3/2/2020 16:00:00,7.2
3/3/2020 16:00:00,6.97
3/4/2020 16:00:00,7.08
3/5/2020 16:00:00,6.74
3/6/2020 16:00:00,6.49
3/9/2020 16:00:00,5.9
3/10/2020 16:00:00,6.26
3/11/2020 16:00:00,5.9
3/12/2020 16:00:00,5.35
3/13/2020 16:00:00,5.63
3/16/2020 16:00:00,5.01
3/17/2020 16:00:00,5.01
3/18/2020 16:00:00,4.5
3/19/2020 16:00:00,4.47
3/20/2020 16:00:00,4.33
3/23/2020 16:00:00,4.01
3/24/2020 16:00:00,4.95
3/25/2020 16:00:00,5.39
3/26/2020 16:00:00,5.25
3/27/2020 16:00:00,5.19
3/30/2020 16:00:00,5.03
3/31/2020 16:00:00,4.83
4/1/2020 16:00:00,4.4
4/2/2020 16:00:00,4.36
4/3/2020 16:00:00,4.24
4/6/2020 16:00:00,4.53
4/7/2020 16:00:00,4.71
4/8/2020 16:00:00,5.03
4/9/2020 16:00:00,5.37
4/13/2020 16:00:00,5.16
4/14/2020 16:00:00,5.29
4/15/2020 16:00:00,5.03
4/16/2020 16:00:00,4.94
4/17/2020 16:00:00,5.12
4/20/2020 16:00:00,4.98
4/21/2020 16:00:00,4.77
4/22/2020 16:00:00,4.77
4/23/2020 16:00:00,4.89
4/24/2020 16:00:00,4.87
4/27/2020 16:00:00,5.17
4/28/2020 16:00:00,5.38
4/29/2020 16:00:00,5.26
4/30/2020 16:00:00,5.09
5/1/2020 16:00:00,4.92
5/4/2020 16:00:00,4.86
5/5/2020 16:00:00,4.97
5/6/2020 16:00:00,4.87
5/7/2020 16:00:00,4.87
5/8/2020 16:00:00,5.24
5/11/2020 16:00:00,5.12
5/12/2020 16:00:00,4.98
5/13/2020 16:00:00,4.72
5/14/2020 16:00:00,4.89
5/15/2020 16:00:00,4.9
5/18/2020 16:00:00,5.31
5/19/2020 16:00:00,5.3
5/20/2020 16:00:00,5.49
5/21/2020 16:00:00,5.63
5/22/2020 16:00:00,5.65
5/26/2020 16:00:00,5.84
5/27/2020 16:00:00,6.03
5/28/2020 16:00:00,5.85
5/29/2020 16:00:00,5.71
6/1/2020 16:00:00,5.87
6/2/2020 16:00:00,5.9
6/3/2020 16:00:00,6.19
6/4/2020 16:00:00,6.57
6/5/2020 16:00:00,7.34
6/8/2020 16:00:00,7.53
6/9/2020 16:00:00,7.24
6/10/2020 16:00:00,6.81
6/11/2020 16:00:00,6.13
6/12/2020 16:00:00,6.46
6/15/2020 16:00:00,6.5
6/16/2020 16:00:00,6.55
6/17/2020 16:00:00,6.33
6/18/2020 16:00:00,6.33
6/19/2020 16:00:00,6.23
6/22/2020 16:00:00,6.28
6/23/2020 16:00:00,6.15
6/24/2020 16:00:00,5.95
6/25/2020 16:00:00,6.03
6/26/2020 16:00:00,5.91
6/29/2020 16:00:00,6.01
6/30/2020 16:00:00,6.08
7/1/2020 16:00:00,5.98
7/2/2020 16:00:00,6.05
7/6/2020 16:00:00,6.19
7/7/2020 16:00:00,6.12
7/8/2020 16:00:00,6.09
7/9/2020 16:00:00,5.84
7/10/2020 16:00:00,6.1
7/13/2020 16:00:00,6.06
7/14/2020 16:00:00,6.36
7/15/2020 16:00:00,6.74
7/16/2020 16:00:00,6.86
7/17/2020 16:00:00,6.8
7/20/2020 16:00:00,6.66
7/21/2020 16:00:00,6.68
7/22/2020 16:00:00,6.84
7/23/2020 16:00:00,6.98
7/24/2020 16:00:00,6.88
7/27/2020 16:00:00,6.93
7/28/2020 16:00:00,7.01
7/29/2020 16:00:00,6.92
7/30/2020 16:00:00,6.74
7/31/2020 16:00:00,6.61
8/3/2020 16:00:00,6.69
8/4/2020 16:00:00,6.86
8/5/2020 16:00:00,6.96
8/6/2020 16:00:00,6.93
8/7/2020 16:00:00,6.86
8/10/2020 16:00:00,7.09
8/11/2020 16:00:00,7.23
8/12/2020 16:00:00,7.11
8/13/2020 16:00:00,7.03
8/14/2020 16:00:00,7.04
8/17/2020 16:00:00,6.98
8/18/2020 16:00:00,6.89
8/19/2020 16:00:00,6.87
8/20/2020 16:00:00,6.84
8/21/2020 16:00:00,6.66
8/24/2020 16:00:00,6.98
8/25/2020 16:00:00,6.94
8/26/2020 16:00:00,6.82
8/27/2020 16:00:00,6.91
8/28/2020 16:00:00,6.94
8/31/2020 16:00:00,6.82
9/1/2020 16:00:00,6.83
9/2/2020 16:00:00,6.95
9/3/2020 16:00:00,6.82
9/4/2020 16:00:00,6.9
9/8/2020 16:00:00,7.03
9/9/2020 16:00:00,6.97
9/10/2020 16:00:00,6.91
9/11/2020 16:00:00,7
9/14/2020 16:00:00,7.12
9/15/2020 16:00:00,7.04
9/16/2020 16:00:00,7.02
9/17/2020 16:00:00,7.28
9/18/2020 16:00:00,7.23
9/21/2020 16:00:00,6.87
9/22/2020 16:00:00,6.78
9/23/2020 16:00:00,6.64
9/24/2020 16:00:00,6.66
9/25/2020 16:00:00,6.51
9/28/2020 16:00:00,6.69
9/29/2020 16:00:00,6.6
9/30/2020 16:00:00,6.66
10/1/2020 16:00:00,6.75
10/2/2020 16:00:00,6.89
10/5/2020 16:00:00,7.02
10/6/2020 16:00:00,6.98
10/7/2020 16:00:00,7.23
10/8/2020 16:00:00,7.35
10/9/2020 16:00:00,7.25
10/12/2020 16:00:00,7.67
10/13/2020 16:00:00,7.76
10/14/2020 16:00:00,7.57
10/15/2020 16:00:00,7.62
10/16/2020 16:00:00,7.67
10/19/2020 16:00:00,7.59
10/20/2020 16:00:00,7.74
10/21/2020 16:00:00,7.85
10/22/2020 16:00:00,8.21
10/23/2020 16:00:00,8.16
10/26/2020 16:00:00,8.03
10/27/2020 16:00:00,7.92
10/28/2020 16:00:00,7.7
10/29/2020 16:00:00,7.9
10/30/2020 16:00:00,7.73
11/2/2020 16:00:00,7.71
11/3/2020 16:00:00,7.88
11/4/2020 16:00:00,7.64
11/5/2020 16:00:00,7.99
11/6/2020 16:00:00,7.79
11/9/2020 16:00:00,8.2
11/10/2020 16:00:00,8.38
11/11/2020 16:00:00,8.33
11/12/2020 16:00:00,8.21
11/13/2020 16:00:00,8.54
11/16/2020 16:00:00,8.8
11/17/2020 16:00:00,8.75
11/18/2020 16:00:00,8.82
11/19/2020 16:00:00,8.82
11/20/2020 16:00:00,8.74
11/23/2020 16:00:00,8.86
11/24/2020 16:00:00,9.45
11/25/2020 16:00:00,9.08
11/27/2020 13:00:00,9.09
11/30/2020 16:00:00,9.08
12/1/2020 16:00:00,9.24
12/2/2020 16:00:00,9.2
12/3/2020 16:00:00,9.21
12/4/2020 16:00:00,9.34
12/7/2020 16:00:00,9.22
12/8/2020 16:00:00,9.25
12/9/2020 16:00:00,9.45
12/10/2020 16:00:00,9.12
12/11/2020 16:00:00,9.02
12/14/2020 16:00:00,8.91
12/15/2020 16:00:00,9.15
12/16/2020 16:00:00,9.04
12/17/2020 16:00:00,9.08
12/18/2020 16:00:00,8.95
12/21/2020 16:00:00,8.93
12/22/2020 16:00:00,8.79
12/23/2020 16:00:00,8.99
12/24/2020 13:00:00,8.86
12/28/2020 16:00:00,8.89
12/29/2020 16:00:00,8.82
12/30/2020 16:00:00,8.86
12/31/2020 16:00:00,8.79
1/4/2021 16:00:00,8.52
1/5/2021 16:00:00,8.65
1/6/2021 16:00:00,8.84
1/7/2021 16:00:00,9.06
1/8/2021 16:00:00,9
1/11/2021 16:00:00,9.3
1/12/2021 16:00:00,9.78
1/13/2021 16:00:00,9.78
1/14/2021 16:00:00,10.17
1/15/2021 16:00:00,9.83
1/19/2021 16:00:00,10.02
1/20/2021 16:00:00,10.86
1/21/2021 16:00:00,11.53
1/22/2021 16:00:00,11.52
1/25/2021 16:00:00,11.29
1/26/2021 16:00:00,11.19
1/27/2021 16:00:00,10.79
1/28/2021 16:00:00,10.72
1/29/2021 16:00:00,10.53
2/1/2021 16:00:00,10.83
2/2/2021 16:00:00,10.86
2/3/2021 16:00:00,11.2
2/4/2021 16:00:00,11.37
2/5/2021 16:00:00,11.51
2/8/2021 16:00:00,11.56
2/9/2021 16:00:00,11.93
2/10/2021 16:00:00,11.76
2/11/2021 16:00:00,11.45
2/12/2021 16:00:00,11.45
2/16/2021 16:00:00,11.54
2/17/2021 16:00:00,11.48
2/18/2021 16:00:00,11.43
2/19/2021 16:00:00,11.58
2/22/2021 16:00:00,11.7
2/23/2021 16:00:00,11.62
2/24/2021 16:00:00,12.27
2/25/2021 16:00:00,11.76
2/26/2021 16:00:00,11.7
3/1/2021 16:00:00,11.98
3/2/2021 16:00:00,12.55
3/3/2021 16:00:00,12.17
3/4/2021 16:00:00,11.93
3/5/2021 16:00:00,12.27
3/8/2021 16:00:00,12.65
3/9/2021 16:00:00,12.57
3/10/2021 16:00:00,12.91
3/11/2021 16:00:00,12.81
3/12/2021 16:00:00,13.37
3/15/2021 16:00:00,13.2
3/16/2021 16:00:00,12.49
3/17/2021 16:00:00,12.69
3/18/2021 16:00:00,12.49
3/19/2021 16:00:00,12.83
3/22/2021 16:00:00,12.85
3/23/2021 16:00:00,12.21
3/24/2021 16:00:00,12.14
3/25/2021 16:00:00,12.32
3/26/2021 16:00:00,12.3
3/29/2021 16:00:00,12.15
3/30/2021 16:00:00,12.46
3/31/2021 16:00:00,12.25
4/1/2021 16:00:00,12.17
4/5/2021 16:00:00,12.7
4/6/2021 16:00:00,12.92
4/7/2021 16:00:00,12.73
4/8/2021 16:00:00,12.51
4/9/2021 16:00:00,12.51
4/12/2021 16:00:00,12.38
4/13/2021 16:00:00,12.2
4/14/2021 16:00:00,12.24
4/15/2021 16:00:00,12.24
4/16/2021 16:00:00,12.23
4/19/2021 16:00:00,12.11
4/20/2021 16:00:00,11.45
4/21/2021 16:00:00,11.73
4/22/2021 16:00:00,11.94
4/23/2021 16:00:00,12.22
4/26/2021 16:00:00,12.27
4/27/2021 16:00:00,12.49
4/28/2021 16:00:00,12.43
4/29/2021 16:00:00,11.26
4/30/2021 16:00:00,11.54
5/3/2021 16:00:00,11.63
5/4/2021 16:00:00,11.41
5/5/2021 16:00:00,11.61
5/6/2021 16:00:00,11.74
5/7/2021 16:00:00,11.82
5/10/2021 16:00:00,11.71
5/11/2021 16:00:00,11.58
5/12/2021 16:00:00,11.33
5/13/2021 16:00:00,11.55
5/14/2021 16:00:00,11.84
5/17/2021 16:00:00,12.15
5/18/2021 16:00:00,12.14
5/19/2021 16:00:00,12.11
5/20/2021 16:00:00,12.49
5/21/2021 16:00:00,13.33
5/24/2021 16:00:00,13.06
5/25/2021 16:00:00,12.81
5/26/2021 16:00:00,13.9
5/27/2021 16:00:00,14.88
5/28/2021 16:00:00,14.53
6/1/2021 16:00:00,14.81
6/2/2021 16:00:00,14.91
6/3/2021 16:00:00,15.99
6/4/2021 16:00:00,15.97
6/7/2021 16:00:00,15.88
6/8/2021 16:00:00,15.63
6/9/2021 16:00:00,15.48
6/10/2021 16:00:00,15.11
6/11/2021 16:00:00,15.28
6/14/2021 16:00:00,14.87
6/15/2021 16:00:00,15
6/16/2021 16:00:00,15.02
6/17/2021 16:00:00,14.77
6/18/2021 16:00:00,14.52
6/21/2021 16:00:00,14.78
6/22/2021 16:00:00,14.91
6/23/2021 16:00:00,15.42
6/24/2021 16:00:00,15.26
6/25/2021 16:00:00,15.19
6/28/2021 16:00:00,14.96
6/29/2021 16:00:00,15.01
6/30/2021 16:00:00,14.86
7/1/2021 16:00:00,14.91
7/2/2021 16:00:00,14.93
7/6/2021 16:00:00,14.5
7/7/2021 16:00:00,14.23
7/8/2021 16:00:00,14.06
7/9/2021 16:00:00,14.48
7/12/2021 16:00:00,14.61
7/13/2021 16:00:00,14.42
7/14/2021 16:00:00,14.25
7/15/2021 16:00:00,14.01
7/16/2021 16:00:00,13.61
7/19/2021 16:00:00,13.28
7/20/2021 16:00:00,13.91
7/21/2021 16:00:00,14.19
7/22/2021 16:00:00,13.91
7/23/2021 16:00:00,13.82
7/26/2021 16:00:00,14.03
7/27/2021 16:00:00,13.79
7/28/2021 16:00:00,13.86
7/29/2021 16:00:00,14.39
7/30/2021 16:00:00,13.95
8/2/2021 16:00:00,13.91
8/3/2021 16:00:00,14.02
8/4/2021 16:00:00,13.32
8/5/2021 16:00:00,13.71
8/6/2021 16:00:00,13.8
8/9/2021 16:00:00,13.75
8/10/2021 16:00:00,13.82
8/11/2021 16:00:00,13.93
8/12/2021 16:00:00,13.9
8/13/2021 16:00:00,13.59
8/16/2021 16:00:00,13.46
8/17/2021 16:00:00,12.99
8/18/2021 16:00:00,13
8/19/2021 16:00:00,12.67
8/20/2021 16:00:00,12.57
8/23/2021 16:00:00,12.73
8/24/2021 16:00:00,13.08
8/25/2021 16:00:00,13.17
8/26/2021 16:00:00,12.9
8/27/2021 16:00:00,13.31
8/30/2021 16:00:00,13.05
8/31/2021 16:00:00,13.03
9/1/2021 16:00:00,13.11
9/2/2021 16:00:00,13.01
9/3/2021 16:00:00,12.89
9/7/2021 16:00:00,12.95
9/8/2021 16:00:00,13.03
9/9/2021 16:00:00,12.76
9/10/2021 16:00:00,12.68
9/13/2021 16:00:00,12.99
9/14/2021 16:00:00,12.86
9/15/2021 16:00:00,13.22
9/16/2021 16:00:00,13.4
9/17/2021 16:00:00,13.55
9/20/2021 16:00:00,12.82
9/21/2021 16:00:00,12.77
9/22/2021 16:00:00,13.23
9/23/2021 16:00:00,13.71
9/24/2021 16:00:00,13.78
9/27/2021 16:00:00,14.16
9/28/2021 16:00:00,14.31
9/29/2021 16:00:00,14.3
9/30/2021 16:00:00,14.16
10/1/2021 16:00:00,14.16
10/4/2021 16:00:00,14.35
10/5/2021 16:00:00,14.29
10/6/2021 16:00:00,14.12
10/7/2021 16:00:00,14.89
10/8/2021 16:00:00,15.12
10/11/2021 16:00:00,15.09
10/12/2021 16:00:00,15.64
10/13/2021 16:00:00,15.51
10/14/2021 16:00:00,15.45
10/15/2021 16:00:00,15.7
10/18/2021 16:00:00,15.56
10/19/2021 16:00:00,15.42
10/20/2021 16:00:00,16.04
10/21/2021 16:00:00,16.55
10/22/2021 16:00:00,16.28
10/25/2021 16:00:00,16
10/26/2021 16:00:00,15.94
10/27/2021 16:00:00,15.51
10/28/2021 16:00:00,16.86
10/29/2021 16:00:00,17.08
11/1/2021 16:00:00,17.95
11/2/2021 16:00:00,18.01
11/3/2021 16:00:00,18.63
11/4/2021 16:00:00,19.42
11/5/2021 16:00:00,19.29
11/8/2021 16:00:00,20.15
11/9/2021 16:00:00,20.15
11/10/2021 16:00:00,19.36
11/11/2021 16:00:00,19.55
11/12/2021 16:00:00,19.5
11/15/2021 16:00:00,19.86
11/16/2021 16:00:00,19.79
11/17/2021 16:00:00,19.96
11/18/2021 16:00:00,19.56
11/19/2021 16:00:00,19.39
11/22/2021 16:00:00,20.48
11/23/2021 16:00:00,20.2
11/24/2021 16:00:00,20.25
11/26/2021 13:00:00,19.75
11/29/2021 16:00:00,19.67
11/30/2021 16:00:00,19.19
12/1/2021 16:00:00,19.58
12/2/2021 16:00:00,19.87
12/3/2021 16:00:00,19.14
12/6/2021 16:00:00,19.22
12/7/2021 16:00:00,19.96
12/8/2021 16:00:00,19.81
12/9/2021 16:00:00,19.57
12/10/2021 16:00:00,21.45
12/13/2021 16:00:00,20.43
12/14/2021 16:00:00,20.05
12/15/2021 16:00:00,20.19
12/16/2021 16:00:00,20.35
12/17/2021 16:00:00,19.77
12/20/2021 16:00:00,19.42
12/21/2021 16:00:00,19.61
12/22/2021 16:00:00,20.14
12/23/2021 16:00:00,20.25
12/27/2021 16:00:00,20.8
12/28/2021 16:00:00,20.76
12/29/2021 16:00:00,20.56
12/30/2021 16:00:00,20.47
12/31/2021 16:00:00,20.77
